"";"row";"method";"fileName";"combination";"sampling";"column";"value";"ID";"treat"
"854";"B";"450";"./mix_s7.txt";"mix";7;"V8";0,039;"MQ";NA
"855";"C";"450";"./mix_s7.txt";"mix";7;"V8";0,038;"MQ";NA
"856";"D";"450";"./mix_s7.txt";"mix";7;"V8";0,04;"MQ";NA
"857";"E";"450";"./mix_s7.txt";"mix";7;"V8";0,039;"MQ";NA
"858";"F";"450";"./mix_s7.txt";"mix";7;"V8";0,04;"MQ";NA
"859";"A";"650";"./mix_s7.txt";"mix";7;"V8";0,038;"MQ";NA
"860";"B";"650";"./mix_s7.txt";"mix";7;"V8";0,036;"MQ";NA
"861";"C";"650";"./mix_s7.txt";"mix";7;"V8";0,035;"MQ";NA
"862";"D";"650";"./mix_s7.txt";"mix";7;"V8";0,037;"MQ";NA
"863";"E";"650";"./mix_s7.txt";"mix";7;"V8";0,035;"MQ";NA
"864";"F";"650";"./mix_s7.txt";"mix";7;"V8";0,038;"MQ";NA
"865";"A";"395,680";"./mix_s6.txt";"mix";6;"V1";0;"MQ";NA
"866";"B";"395,680";"./mix_s6.txt";"mix";6;"V1";0;"MQ";NA
"867";"C";"395,680";"./mix_s6.txt";"mix";6;"V1";0;"MQ";NA
"868";"D";"395,680";"./mix_s6.txt";"mix";6;"V1";4;"MQ";NA
"869";"E";"395,680";"./mix_s6.txt";"mix";6;"V1";0;"MQ";NA
"870";"F";"395,680";"./mix_s6.txt";"mix";6;"V1";0;"MQ";NA
"871";"A";"614,680";"./mix_s6.txt";"mix";6;"V1";0;"MQ";NA
"872";"B";"614,680";"./mix_s6.txt";"mix";6;"V1";0;"MQ";NA
"873";"C";"614,680";"./mix_s6.txt";"mix";6;"V1";0;"MQ";NA
"874";"D";"614,680";"./mix_s6.txt";"mix";6;"V1";4;"MQ";NA
"875";"E";"614,680";"./mix_s6.txt";"mix";6;"V1";0;"MQ";NA
"876";"F";"614,680";"./mix_s6.txt";"mix";6;"V1";2;"MQ";NA
"877";"A";"440,660";"./mix_s6.txt";"mix";6;"V1";9;"MQ";NA
"878";"B";"440,660";"./mix_s6.txt";"mix";6;"V1";8;"MQ";NA
"879";"C";"440,660";"./mix_s6.txt";"mix";6;"V1";0;"MQ";NA
"880";"D";"440,660";"./mix_s6.txt";"mix";6;"V1";3;"MQ";NA
"881";"E";"440,660";"./mix_s6.txt";"mix";6;"V1";0;"MQ";NA
"882";"F";"440,660";"./mix_s6.txt";"mix";6;"V1";4;"MQ";NA
"883";"A";"440";"./mix_s6.txt";"mix";6;"V1";0,039;"MQ";NA
"884";"B";"440";"./mix_s6.txt";"mix";6;"V1";0,04;"MQ";NA
"885";"C";"440";"./mix_s6.txt";"mix";6;"V1";0,04;"MQ";NA
"886";"D";"440";"./mix_s6.txt";"mix";6;"V1";0,04;"MQ";NA
"887";"E";"440";"./mix_s6.txt";"mix";6;"V1";0,043;"MQ";NA
"888";"F";"440";"./mix_s6.txt";"mix";6;"V1";0,039;"MQ";NA
"889";"A";"450";"./mix_s6.txt";"mix";6;"V1";0,038;"MQ";NA
"890";"B";"450";"./mix_s6.txt";"mix";6;"V1";0,04;"MQ";NA
"891";"C";"450";"./mix_s6.txt";"mix";6;"V1";0,041;"MQ";NA
"892";"D";"450";"./mix_s6.txt";"mix";6;"V1";0,04;"MQ";NA
"893";"E";"450";"./mix_s6.txt";"mix";6;"V1";0,043;"MQ";NA
"894";"F";"450";"./mix_s6.txt";"mix";6;"V1";0,04;"MQ";NA
"895";"A";"650";"./mix_s6.txt";"mix";6;"V1";0,034;"MQ";NA
"896";"B";"650";"./mix_s6.txt";"mix";6;"V1";0,037;"MQ";NA
"897";"C";"650";"./mix_s6.txt";"mix";6;"V1";0,038;"MQ";NA
"898";"D";"650";"./mix_s6.txt";"mix";6;"V1";0,036;"MQ";NA
"899";"E";"650";"./mix_s6.txt";"mix";6;"V1";0,041;"MQ";NA
"900";"F";"650";"./mix_s6.txt";"mix";6;"V1";0,035;"MQ";NA
"901";"A";"395,680";"./mix_s6.txt";"mix";6;"V2";0;"MQ";NA
"902";"B";"395,680";"./mix_s6.txt";"mix";6;"V2";145;"MIX_Low_1";"cs"
"903";"C";"395,680";"./mix_s6.txt";"mix";6;"V2";19;"MIX_Low_1";"fluc"
"904";"D";"395,680";"./mix_s6.txt";"mix";6;"V2";42;"MIX_Low_1";"inc"
"905";"E";"395,680";"./mix_s6.txt";"mix";6;"V2";31;"MIX_Low_1";"flucinc"
"906";"F";"395,680";"./mix_s6.txt";"mix";6;"V2";6;"MQ";NA
"907";"A";"614,680";"./mix_s6.txt";"mix";6;"V2";6;"MQ";NA
"908";"B";"614,680";"./mix_s6.txt";"mix";6;"V2";29;"MIX_Low_1";"cs"
"909";"C";"614,680";"./mix_s6.txt";"mix";6;"V2";4;"MIX_Low_1";"fluc"
"910";"D";"614,680";"./mix_s6.txt";"mix";6;"V2";6;"MIX_Low_1";"inc"
"911";"E";"614,680";"./mix_s6.txt";"mix";6;"V2";11;"MIX_Low_1";"flucinc"
"912";"F";"614,680";"./mix_s6.txt";"mix";6;"V2";0;"MQ";NA
"913";"A";"440,660";"./mix_s6.txt";"mix";6;"V2";3;"MQ";NA
"914";"B";"440,660";"./mix_s6.txt";"mix";6;"V2";79;"MIX_Low_1";"cs"
"915";"C";"440,660";"./mix_s6.txt";"mix";6;"V2";29;"MIX_Low_1";"fluc"
"916";"D";"440,660";"./mix_s6.txt";"mix";6;"V2";34;"MIX_Low_1";"inc"
"917";"E";"440,660";"./mix_s6.txt";"mix";6;"V2";25;"MIX_Low_1";"flucinc"
"918";"F";"440,660";"./mix_s6.txt";"mix";6;"V2";0;"MQ";NA
"919";"A";"440";"./mix_s6.txt";"mix";6;"V2";0,04;"MQ";NA
"920";"B";"440";"./mix_s6.txt";"mix";6;"V2";0,051;"MIX_Low_1";"cs"
"921";"C";"440";"./mix_s6.txt";"mix";6;"V2";0,055;"MIX_Low_1";"fluc"
"922";"D";"440";"./mix_s6.txt";"mix";6;"V2";0,056;"MIX_Low_1";"inc"
"923";"E";"440";"./mix_s6.txt";"mix";6;"V2";0,053;"MIX_Low_1";"flucinc"
"924";"F";"440";"./mix_s6.txt";"mix";6;"V2";0,04;"MQ";NA
"925";"A";"450";"./mix_s6.txt";"mix";6;"V2";0,039;"MQ";NA
"926";"B";"450";"./mix_s6.txt";"mix";6;"V2";0,052;"MIX_Low_1";"cs"
"927";"C";"450";"./mix_s6.txt";"mix";6;"V2";0,055;"MIX_Low_1";"fluc"
"928";"D";"450";"./mix_s6.txt";"mix";6;"V2";0,056;"MIX_Low_1";"inc"
"929";"E";"450";"./mix_s6.txt";"mix";6;"V2";0,052;"MIX_Low_1";"flucinc"
"930";"F";"450";"./mix_s6.txt";"mix";6;"V2";0,039;"MQ";NA
"931";"A";"650";"./mix_s6.txt";"mix";6;"V2";0,035;"MQ";NA
"932";"B";"650";"./mix_s6.txt";"mix";6;"V2";0,044;"MIX_Low_1";"cs"
"933";"C";"650";"./mix_s6.txt";"mix";6;"V2";0,043;"MIX_Low_1";"fluc"
"934";"D";"650";"./mix_s6.txt";"mix";6;"V2";0,046;"MIX_Low_1";"inc"
"935";"E";"650";"./mix_s6.txt";"mix";6;"V2";0,044;"MIX_Low_1";"flucinc"
"936";"F";"650";"./mix_s6.txt";"mix";6;"V2";0,037;"MQ";NA
"937";"A";"395,680";"./mix_s6.txt";"mix";6;"V3";6;"MQ";NA
"938";"B";"395,680";"./mix_s6.txt";"mix";6;"V3";108;"MIX_Low_2";"cs"
"939";"C";"395,680";"./mix_s6.txt";"mix";6;"V3";33;"MIX_Low_2";"fluc"
"940";"D";"395,680";"./mix_s6.txt";"mix";6;"V3";30;"MIX_Low_2";"inc"
"941";"E";"395,680";"./mix_s6.txt";"mix";6;"V3";42;"MIX_Low_2";"flucinc"
"942";"F";"395,680";"./mix_s6.txt";"mix";6;"V3";0;"MQ";NA
"943";"A";"614,680";"./mix_s6.txt";"mix";6;"V3";5;"MQ";NA
"944";"B";"614,680";"./mix_s6.txt";"mix";6;"V3";25;"MIX_Low_2";"cs"
"945";"C";"614,680";"./mix_s6.txt";"mix";6;"V3";8;"MIX_Low_2";"fluc"
"946";"D";"614,680";"./mix_s6.txt";"mix";6;"V3";4;"MIX_Low_2";"inc"
"947";"E";"614,680";"./mix_s6.txt";"mix";6;"V3";18;"MIX_Low_2";"flucinc"
"948";"F";"614,680";"./mix_s6.txt";"mix";6;"V3";2;"MQ";NA
"949";"A";"440,660";"./mix_s6.txt";"mix";6;"V3";4;"MQ";NA
"950";"B";"440,660";"./mix_s6.txt";"mix";6;"V3";82;"MIX_Low_2";"cs"
"951";"C";"440,660";"./mix_s6.txt";"mix";6;"V3";30;"MIX_Low_2";"fluc"
"952";"D";"440,660";"./mix_s6.txt";"mix";6;"V3";33;"MIX_Low_2";"inc"
"953";"E";"440,660";"./mix_s6.txt";"mix";6;"V3";33;"MIX_Low_2";"flucinc"
"954";"F";"440,660";"./mix_s6.txt";"mix";6;"V3";2;"MQ";NA
"955";"A";"440";"./mix_s6.txt";"mix";6;"V3";0,04;"MQ";NA
"956";"B";"440";"./mix_s6.txt";"mix";6;"V3";0,052;"MIX_Low_2";"cs"
"957";"C";"440";"./mix_s6.txt";"mix";6;"V3";0,056;"MIX_Low_2";"fluc"
"958";"D";"440";"./mix_s6.txt";"mix";6;"V3";0,048;"MIX_Low_2";"inc"
"959";"E";"440";"./mix_s6.txt";"mix";6;"V3";0,058;"MIX_Low_2";"flucinc"
"960";"F";"440";"./mix_s6.txt";"mix";6;"V3";0,04;"MQ";NA
"961";"A";"450";"./mix_s6.txt";"mix";6;"V3";0,04;"MQ";NA
"962";"B";"450";"./mix_s6.txt";"mix";6;"V3";0,053;"MIX_Low_2";"cs"
"963";"C";"450";"./mix_s6.txt";"mix";6;"V3";0,056;"MIX_Low_2";"fluc"
"964";"D";"450";"./mix_s6.txt";"mix";6;"V3";0,047;"MIX_Low_2";"inc"
"965";"E";"450";"./mix_s6.txt";"mix";6;"V3";0,057;"MIX_Low_2";"flucinc"
"966";"F";"450";"./mix_s6.txt";"mix";6;"V3";0,04;"MQ";NA
"967";"A";"650";"./mix_s6.txt";"mix";6;"V3";0,036;"MQ";NA
"968";"B";"650";"./mix_s6.txt";"mix";6;"V3";0,044;"MIX_Low_2";"cs"
"969";"C";"650";"./mix_s6.txt";"mix";6;"V3";0,044;"MIX_Low_2";"fluc"
"970";"D";"650";"./mix_s6.txt";"mix";6;"V3";0,042;"MIX_Low_2";"inc"
"971";"E";"650";"./mix_s6.txt";"mix";6;"V3";0,046;"MIX_Low_2";"flucinc"
"972";"F";"650";"./mix_s6.txt";"mix";6;"V3";0,037;"MQ";NA
"973";"A";"395,680";"./mix_s6.txt";"mix";6;"V4";3;"MQ";NA
"974";"B";"395,680";"./mix_s6.txt";"mix";6;"V4";84;"MIX_Low_3";"cs"
"975";"C";"395,680";"./mix_s6.txt";"mix";6;"V4";45;"MIX_Low_3";"fluc"
"976";"D";"395,680";"./mix_s6.txt";"mix";6;"V4";23;"MIX_Low_3";"inc"
"977";"E";"395,680";"./mix_s6.txt";"mix";6;"V4";27;"MIX_Low_3";"flucinc"
"978";"F";"395,680";"./mix_s6.txt";"mix";6;"V4";1;"MQ";NA
"979";"A";"614,680";"./mix_s6.txt";"mix";6;"V4";0;"MQ";NA
"980";"B";"614,680";"./mix_s6.txt";"mix";6;"V4";22;"MIX_Low_3";"cs"
"981";"C";"614,680";"./mix_s6.txt";"mix";6;"V4";15;"MIX_Low_3";"fluc"
"982";"D";"614,680";"./mix_s6.txt";"mix";6;"V4";6;"MIX_Low_3";"inc"
"983";"E";"614,680";"./mix_s6.txt";"mix";6;"V4";8;"MIX_Low_3";"flucinc"
"984";"F";"614,680";"./mix_s6.txt";"mix";6;"V4";6;"MQ";NA
"985";"A";"440,660";"./mix_s6.txt";"mix";6;"V4";7;"MQ";NA
"986";"B";"440,660";"./mix_s6.txt";"mix";6;"V4";103;"MIX_Low_3";"cs"
"987";"C";"440,660";"./mix_s6.txt";"mix";6;"V4";49;"MIX_Low_3";"fluc"
"988";"D";"440,660";"./mix_s6.txt";"mix";6;"V4";38;"MIX_Low_3";"inc"
"989";"E";"440,660";"./mix_s6.txt";"mix";6;"V4";36;"MIX_Low_3";"flucinc"
"990";"F";"440,660";"./mix_s6.txt";"mix";6;"V4";8;"MQ";NA
"991";"A";"440";"./mix_s6.txt";"mix";6;"V4";0,04;"MQ";NA
"992";"B";"440";"./mix_s6.txt";"mix";6;"V4";0,054;"MIX_Low_3";"cs"
"993";"C";"440";"./mix_s6.txt";"mix";6;"V4";0,055;"MIX_Low_3";"fluc"
"994";"D";"440";"./mix_s6.txt";"mix";6;"V4";0,051;"MIX_Low_3";"inc"
"995";"E";"440";"./mix_s6.txt";"mix";6;"V4";0,051;"MIX_Low_3";"flucinc"
"996";"F";"440";"./mix_s6.txt";"mix";6;"V4";0,04;"MQ";NA
"997";"A";"450";"./mix_s6.txt";"mix";6;"V4";0,04;"MQ";NA
"998";"B";"450";"./mix_s6.txt";"mix";6;"V4";0,058;"MIX_Low_3";"cs"
"999";"C";"450";"./mix_s6.txt";"mix";6;"V4";0,054;"MIX_Low_3";"fluc"
"1000";"D";"450";"./mix_s6.txt";"mix";6;"V4";0,05;"MIX_Low_3";"inc"
"1001";"E";"450";"./mix_s6.txt";"mix";6;"V4";0,051;"MIX_Low_3";"flucinc"
"1002";"F";"450";"./mix_s6.txt";"mix";6;"V4";0,039;"MQ";NA
"1003";"A";"650";"./mix_s6.txt";"mix";6;"V4";0,037;"MQ";NA
"1004";"B";"650";"./mix_s6.txt";"mix";6;"V4";0,049;"MIX_Low_3";"cs"
"1005";"C";"650";"./mix_s6.txt";"mix";6;"V4";0,043;"MIX_Low_3";"fluc"
"1006";"D";"650";"./mix_s6.txt";"mix";6;"V4";0,043;"MIX_Low_3";"inc"
"1007";"E";"650";"./mix_s6.txt";"mix";6;"V4";0,042;"MIX_Low_3";"flucinc"
"1008";"F";"650";"./mix_s6.txt";"mix";6;"V4";0,038;"MQ";NA
"1009";"A";"395,680";"./mix_s6.txt";"mix";6;"V5";3;"MQ";NA
"1010";"B";"395,680";"./mix_s6.txt";"mix";6;"V5";169;"MIX_Hi_1";"cs"
"1011";"C";"395,680";"./mix_s6.txt";"mix";6;"V5";63;"MIX_Hi_1";"fluc"
"1012";"D";"395,680";"./mix_s6.txt";"mix";6;"V5";47;"MIX_Hi_1";"inc"
"1013";"E";"395,680";"./mix_s6.txt";"mix";6;"V5";30;"MIX_Hi_1";"flucinc"
"1014";"F";"395,680";"./mix_s6.txt";"mix";6;"V5";0;"MQ";NA
"1015";"A";"614,680";"./mix_s6.txt";"mix";6;"V5";4;"MQ";NA
"1016";"B";"614,680";"./mix_s6.txt";"mix";6;"V5";28;"MIX_Hi_1";"cs"
"1017";"C";"614,680";"./mix_s6.txt";"mix";6;"V5";15;"MIX_Hi_1";"fluc"
"1018";"D";"614,680";"./mix_s6.txt";"mix";6;"V5";5;"MIX_Hi_1";"inc"
"1019";"E";"614,680";"./mix_s6.txt";"mix";6;"V5";6;"MIX_Hi_1";"flucinc"
"1020";"F";"614,680";"./mix_s6.txt";"mix";6;"V5";2;"MQ";NA
"1021";"A";"440,660";"./mix_s6.txt";"mix";6;"V5";7;"MQ";NA
"1022";"B";"440,660";"./mix_s6.txt";"mix";6;"V5";109;"MIX_Hi_1";"cs"
"1023";"C";"440,660";"./mix_s6.txt";"mix";6;"V5";37;"MIX_Hi_1";"fluc"
"1024";"D";"440,660";"./mix_s6.txt";"mix";6;"V5";24;"MIX_Hi_1";"inc"
"1025";"E";"440,660";"./mix_s6.txt";"mix";6;"V5";33;"MIX_Hi_1";"flucinc"
"1026";"F";"440,660";"./mix_s6.txt";"mix";6;"V5";4;"MQ";NA
"1027";"A";"440";"./mix_s6.txt";"mix";6;"V5";0,04;"MQ";NA
"1028";"B";"440";"./mix_s6.txt";"mix";6;"V5";0,056;"MIX_Hi_1";"cs"
"1029";"C";"440";"./mix_s6.txt";"mix";6;"V5";0,059;"MIX_Hi_1";"fluc"
"1030";"D";"440";"./mix_s6.txt";"mix";6;"V5";0,054;"MIX_Hi_1";"inc"
"1031";"E";"440";"./mix_s6.txt";"mix";6;"V5";0,057;"MIX_Hi_1";"flucinc"
"1032";"F";"440";"./mix_s6.txt";"mix";6;"V5";0,04;"MQ";NA
"1033";"A";"450";"./mix_s6.txt";"mix";6;"V5";0,04;"MQ";NA
"1034";"B";"450";"./mix_s6.txt";"mix";6;"V5";0,056;"MIX_Hi_1";"cs"
"1035";"C";"450";"./mix_s6.txt";"mix";6;"V5";0,057;"MIX_Hi_1";"fluc"
"1036";"D";"450";"./mix_s6.txt";"mix";6;"V5";0,053;"MIX_Hi_1";"inc"
"1037";"E";"450";"./mix_s6.txt";"mix";6;"V5";0,056;"MIX_Hi_1";"flucinc"
"1038";"F";"450";"./mix_s6.txt";"mix";6;"V5";0,04;"MQ";NA
"1039";"A";"650";"./mix_s6.txt";"mix";6;"V5";0,036;"MQ";NA
"1040";"B";"650";"./mix_s6.txt";"mix";6;"V5";0,048;"MIX_Hi_1";"cs"
"1041";"C";"650";"./mix_s6.txt";"mix";6;"V5";0,048;"MIX_Hi_1";"fluc"
"1042";"D";"650";"./mix_s6.txt";"mix";6;"V5";0,045;"MIX_Hi_1";"inc"
"1043";"E";"650";"./mix_s6.txt";"mix";6;"V5";0,047;"MIX_Hi_1";"flucinc"
"1044";"F";"650";"./mix_s6.txt";"mix";6;"V5";0,037;"MQ";NA
"1045";"A";"395,680";"./mix_s6.txt";"mix";6;"V6";3;"MQ";NA
"1046";"B";"395,680";"./mix_s6.txt";"mix";6;"V6";145;"MIX_Hi_2";"cs"
"1047";"C";"395,680";"./mix_s6.txt";"mix";6;"V6";62;"MIX_Hi_2";"fluc"
"1048";"D";"395,680";"./mix_s6.txt";"mix";6;"V6";52;"MIX_Hi_2";"inc"
"1049";"E";"395,680";"./mix_s6.txt";"mix";6;"V6";38;"MIX_Hi_2";"flucinc"
"1050";"F";"395,680";"./mix_s6.txt";"mix";6;"V6";2;"MQ";NA
"1051";"A";"614,680";"./mix_s6.txt";"mix";6;"V6";0;"MQ";NA
"1052";"B";"614,680";"./mix_s6.txt";"mix";6;"V6";15;"MIX_Hi_2";"cs"
"1053";"C";"614,680";"./mix_s6.txt";"mix";6;"V6";7;"MIX_Hi_2";"fluc"
"1054";"D";"614,680";"./mix_s6.txt";"mix";6;"V6";10;"MIX_Hi_2";"inc"
"1055";"E";"614,680";"./mix_s6.txt";"mix";6;"V6";4;"MIX_Hi_2";"flucinc"
"1056";"F";"614,680";"./mix_s6.txt";"mix";6;"V6";0;"MQ";NA
"1057";"A";"440,660";"./mix_s6.txt";"mix";6;"V6";1;"MQ";NA
"1058";"B";"440,660";"./mix_s6.txt";"mix";6;"V6";121;"MIX_Hi_2";"cs"
"1059";"C";"440,660";"./mix_s6.txt";"mix";6;"V6";51;"MIX_Hi_2";"fluc"
"1060";"D";"440,660";"./mix_s6.txt";"mix";6;"V6";45;"MIX_Hi_2";"inc"
"1061";"E";"440,660";"./mix_s6.txt";"mix";6;"V6";30;"MIX_Hi_2";"flucinc"
"1062";"F";"440,660";"./mix_s6.txt";"mix";6;"V6";9;"MQ";NA
"1063";"A";"440";"./mix_s6.txt";"mix";6;"V6";0,04;"MQ";NA
"1064";"B";"440";"./mix_s6.txt";"mix";6;"V6";0,057;"MIX_Hi_2";"cs"
"1065";"C";"440";"./mix_s6.txt";"mix";6;"V6";0,056;"MIX_Hi_2";"fluc"
"1066";"D";"440";"./mix_s6.txt";"mix";6;"V6";0,054;"MIX_Hi_2";"inc"
"1067";"E";"440";"./mix_s6.txt";"mix";6;"V6";0,049;"MIX_Hi_2";"flucinc"
"1068";"F";"440";"./mix_s6.txt";"mix";6;"V6";0,04;"MQ";NA
"1069";"A";"450";"./mix_s6.txt";"mix";6;"V6";0,039;"MQ";NA
"1070";"B";"450";"./mix_s6.txt";"mix";6;"V6";0,055;"MIX_Hi_2";"cs"
"1071";"C";"450";"./mix_s6.txt";"mix";6;"V6";0,055;"MIX_Hi_2";"fluc"
"1072";"D";"450";"./mix_s6.txt";"mix";6;"V6";0,053;"MIX_Hi_2";"inc"
"1073";"E";"450";"./mix_s6.txt";"mix";6;"V6";0,048;"MIX_Hi_2";"flucinc"
"1074";"F";"450";"./mix_s6.txt";"mix";6;"V6";0,039;"MQ";NA
"1075";"A";"650";"./mix_s6.txt";"mix";6;"V6";0,038;"MQ";NA
"1076";"B";"650";"./mix_s6.txt";"mix";6;"V6";0,047;"MIX_Hi_2";"cs"
"1077";"C";"650";"./mix_s6.txt";"mix";6;"V6";0,047;"MIX_Hi_2";"fluc"
"1078";"D";"650";"./mix_s6.txt";"mix";6;"V6";0,044;"MIX_Hi_2";"inc"
"1079";"E";"650";"./mix_s6.txt";"mix";6;"V6";0,041;"MIX_Hi_2";"flucinc"
"1080";"F";"650";"./mix_s6.txt";"mix";6;"V6";0,037;"MQ";NA
"1081";"A";"395,680";"./mix_s6.txt";"mix";6;"V7";2;"MQ";NA
"1082";"B";"395,680";"./mix_s6.txt";"mix";6;"V7";148;"MIX_Hi_3";"cs"
"1083";"C";"395,680";"./mix_s6.txt";"mix";6;"V7";41;"MIX_Hi_3";"fluc"
"1084";"D";"395,680";"./mix_s6.txt";"mix";6;"V7";45;"MIX_Hi_3";"inc"
"1085";"E";"395,680";"./mix_s6.txt";"mix";6;"V7";21;"MIX_Hi_3";"flucinc"
"1086";"F";"395,680";"./mix_s6.txt";"mix";6;"V7";0;"MQ";NA
"1087";"A";"614,680";"./mix_s6.txt";"mix";6;"V7";0;"MQ";NA
"1088";"B";"614,680";"./mix_s6.txt";"mix";6;"V7";30;"MIX_Hi_3";"cs"
"1089";"C";"614,680";"./mix_s6.txt";"mix";6;"V7";6;"MIX_Hi_3";"fluc"
"1090";"D";"614,680";"./mix_s6.txt";"mix";6;"V7";11;"MIX_Hi_3";"inc"
"1091";"E";"614,680";"./mix_s6.txt";"mix";6;"V7";7;"MIX_Hi_3";"flucinc"
"1092";"F";"614,680";"./mix_s6.txt";"mix";6;"V7";0;"MQ";NA
"1093";"A";"440,660";"./mix_s6.txt";"mix";6;"V7";3;"MQ";NA
"1094";"B";"440,660";"./mix_s6.txt";"mix";6;"V7";113;"MIX_Hi_3";"cs"
"1095";"C";"440,660";"./mix_s6.txt";"mix";6;"V7";18;"MIX_Hi_3";"fluc"
"1096";"D";"440,660";"./mix_s6.txt";"mix";6;"V7";33;"MIX_Hi_3";"inc"
"1097";"E";"440,660";"./mix_s6.txt";"mix";6;"V7";16;"MIX_Hi_3";"flucinc"
"1098";"F";"440,660";"./mix_s6.txt";"mix";6;"V7";0;"MQ";NA
"1099";"A";"440";"./mix_s6.txt";"mix";6;"V7";0,041;"MQ";NA
"1100";"B";"440";"./mix_s6.txt";"mix";6;"V7";0,055;"MIX_Hi_3";"cs"
"1101";"C";"440";"./mix_s6.txt";"mix";6;"V7";0,045;"MIX_Hi_3";"fluc"
"1102";"D";"440";"./mix_s6.txt";"mix";6;"V7";0,052;"MIX_Hi_3";"inc"
"1103";"E";"440";"./mix_s6.txt";"mix";6;"V7";0,052;"MIX_Hi_3";"flucinc"
"1104";"F";"440";"./mix_s6.txt";"mix";6;"V7";0,04;"MQ";NA
"1105";"A";"450";"./mix_s6.txt";"mix";6;"V7";0,041;"MQ";NA
"1106";"B";"450";"./mix_s6.txt";"mix";6;"V7";0,069;"MIX_Hi_3";"cs"
"1107";"C";"450";"./mix_s6.txt";"mix";6;"V7";0,045;"MIX_Hi_3";"fluc"
"1108";"D";"450";"./mix_s6.txt";"mix";6;"V7";0,05;"MIX_Hi_3";"inc"
"1109";"E";"450";"./mix_s6.txt";"mix";6;"V7";0,051;"MIX_Hi_3";"flucinc"
"1110";"F";"450";"./mix_s6.txt";"mix";6;"V7";0,04;"MQ";NA
"1111";"A";"650";"./mix_s6.txt";"mix";6;"V7";0,039;"MQ";NA
"1112";"B";"650";"./mix_s6.txt";"mix";6;"V7";0,05;"MIX_Hi_3";"cs"
"1113";"C";"650";"./mix_s6.txt";"mix";6;"V7";0,04;"MIX_Hi_3";"fluc"
"1114";"D";"650";"./mix_s6.txt";"mix";6;"V7";0,043;"MIX_Hi_3";"inc"
"1115";"E";"650";"./mix_s6.txt";"mix";6;"V7";0,043;"MIX_Hi_3";"flucinc"
"1116";"F";"650";"./mix_s6.txt";"mix";6;"V7";0,037;"MQ";NA
"1117";"A";"395,680";"./mix_s6.txt";"mix";6;"V8";5;"MQ";NA
"1118";"B";"395,680";"./mix_s6.txt";"mix";6;"V8";2;"MQ";NA
"1119";"C";"395,680";"./mix_s6.txt";"mix";6;"V8";3;"MQ";NA
"1120";"D";"395,680";"./mix_s6.txt";"mix";6;"V8";1;"MQ";NA
"1121";"E";"395,680";"./mix_s6.txt";"mix";6;"V8";5;"MQ";NA
"1122";"F";"395,680";"./mix_s6.txt";"mix";6;"V8";4;"MQ";NA
"1123";"A";"614,680";"./mix_s6.txt";"mix";6;"V8";2;"MQ";NA
"1124";"B";"614,680";"./mix_s6.txt";"mix";6;"V8";0;"MQ";NA
"1125";"C";"614,680";"./mix_s6.txt";"mix";6;"V8";3;"MQ";NA
"1126";"D";"614,680";"./mix_s6.txt";"mix";6;"V8";2;"MQ";NA
"1127";"E";"614,680";"./mix_s6.txt";"mix";6;"V8";2;"MQ";NA
"1128";"F";"614,680";"./mix_s6.txt";"mix";6;"V8";0;"MQ";NA
"1129";"A";"440,660";"./mix_s6.txt";"mix";6;"V8";2;"MQ";NA
"1130";"B";"440,660";"./mix_s6.txt";"mix";6;"V8";5;"MQ";NA
"1131";"C";"440,660";"./mix_s6.txt";"mix";6;"V8";5;"MQ";NA
"1132";"D";"440,660";"./mix_s6.txt";"mix";6;"V8";3;"MQ";NA
"1133";"E";"440,660";"./mix_s6.txt";"mix";6;"V8";8;"MQ";NA
"1134";"F";"440,660";"./mix_s6.txt";"mix";6;"V8";3;"MQ";NA
"1135";"A";"440";"./mix_s6.txt";"mix";6;"V8";0,04;"MQ";NA
"1136";"B";"440";"./mix_s6.txt";"mix";6;"V8";0,04;"MQ";NA
"1137";"C";"440";"./mix_s6.txt";"mix";6;"V8";0,039;"MQ";NA
"1138";"D";"440";"./mix_s6.txt";"mix";6;"V8";0,039;"MQ";NA
"1139";"E";"440";"./mix_s6.txt";"mix";6;"V8";0,04;"MQ";NA
"1140";"F";"440";"./mix_s6.txt";"mix";6;"V8";0,04;"MQ";NA
"1141";"A";"450";"./mix_s6.txt";"mix";6;"V8";0,04;"MQ";NA
"1142";"B";"450";"./mix_s6.txt";"mix";6;"V8";0,04;"MQ";NA
"1143";"C";"450";"./mix_s6.txt";"mix";6;"V8";0,039;"MQ";NA
"1144";"D";"450";"./mix_s6.txt";"mix";6;"V8";0,039;"MQ";NA
"1145";"E";"450";"./mix_s6.txt";"mix";6;"V8";0,04;"MQ";NA
"1146";"F";"450";"./mix_s6.txt";"mix";6;"V8";0,039;"MQ";NA
"1147";"A";"650";"./mix_s6.txt";"mix";6;"V8";0,038;"MQ";NA
"1148";"B";"650";"./mix_s6.txt";"mix";6;"V8";0,037;"MQ";NA
"1149";"C";"650";"./mix_s6.txt";"mix";6;"V8";0,036;"MQ";NA
"1150";"D";"650";"./mix_s6.txt";"mix";6;"V8";0,037;"MQ";NA
"1151";"E";"650";"./mix_s6.txt";"mix";6;"V8";0,036;"MQ";NA
"1152";"F";"650";"./mix_s6.txt";"mix";6;"V8";0,038;"MQ";NA
"1153";"A";"395,680";"./mix_s5.txt";"mix";5;"V1";1;"MQ";NA
